"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.642314625E0,-2.591421127E0,-3.849572182E0,2.033729553E-1
3.652298625E0,-7.730910182E-1,-3.792295933E0,-2.962094545E0
3.662281625E0,6.151576042E-1,-3.858494759E0,-4.720884800E0
3.672265625E0,1.735849619E0,-3.832151651E0,-5.074441910E0
3.682249625E0,2.420641184E0,-3.142853737E0,-4.710810184E0
3.692232625E0,2.690160513E0,-1.820315599E0,-4.173632622E0
3.702216625E0,2.575122356E0,-2.375482768E-1,-3.814566851E0
3.712199625E0,2.133744478E0,1.082775116E0,-3.793615818E0
3.722183625E0,1.669605732E0,1.913683534E0,-4.098808765E0
3.732167625E0,1.400994420E0,2.178775787E0,-4.654780388E0
3.742150625E0,1.292580843E0,1.958990932E0,-5.322746277E0
3.752134625E0,1.344677687E0,1.505957842E0,-6.019960880E0
3.762118625E0,1.376840711E0,8.265475035E-1,-6.757940292E0
3.772101625E0,1.286025763E0,6.031546369E-2,-7.530436993E0
3.782085625E0,1.150904179E0,-7.153546810E-1,-8.091194153E0
3.792069625E0,1.172537446E0,-1.368363142E0,-8.383467674E0
3.802052625E0,1.332816005E0,-1.873899579E0,-8.618348122E0
3.812036625E0,1.476376772E0,-2.217035055E0,-8.873098373E0
3.822019625E0,1.541880727E0,-2.467559338E0,-9.115197182E0
3.832003625E0,1.585463405E0,-2.546471357E0,-9.302611351E0
3.841987625E0,1.650784969E0,-2.480296612E0,-9.354120255E0
3.851970625E0,1.645459890E0,-2.327326536E0,-9.238605499E0
3.861954625E0,1.572022676E0,-2.392242432E0,-8.837339401E0
3.871938625E0,1.578251481E0,-2.907516003E0,-8.009088516E0
3.881921625E0,1.802981019E0,-3.712248802E0,-6.682783127E0
3.891905625E0,2.233793497E0,-4.387346268E0,-4.967399597E0
3.901889625E0,2.478912592E0,-4.373546600E0,-3.260791302E0
3.911872625E0,2.181461573E0,-3.503823042E0,-1.782835364E0
3.921856625E0,1.428082943E0,-1.925909162E0,-5.147070289E-1
3.931839625E0,5.504937768E-1,-2.657000721E-1,6.081205606E-1
3.941823625E0,-3.580942005E-2,7.941019535E-1,1.525456786E0
3.951807625E0,-1.563408375E-1,1.037843823E0,2.195953131E0
3.961790625E0,1.289715916E-1,6.398909092E-1,2.710100174E0
